x,y,z
280,-4918.8249,2.9334
280,-4921.049,26.2867
280,-4955.5229,56.3123
280,-5011.1258,58.5364
280,-5061.1685,32.959
280,-5107.875,-7.0751
280,-5013.35,-2.0708
280,-4918.8249,2.9334
270,-4920,25.1573
270,-4927.5182,31.751
270,-4935.0363,38.3448
270,-4942.5545,44.9385
270,-4950.0726,51.5322
270,-4958.7247,56.4404
270,-4968.7167,56.8401
270,-4978.7087,57.2397
270,-4988.7007,57.6394
270,-4998.6927,58.0391
270,-5008.664,58.2837
270,-5018.1627,55.1774
270,-5027.1873,50.8696
270,-5036.2119,46.5618
270,-5045.2364,42.254
270,-5054.2545,37.933
270,-5063.0774,33.2766
270,-5070.5076,26.5839
270,-5077.9377,19.8911
270,-5085.3679,13.1984
270,-5092.798,6.5056
270,-5100.2282,-0.1871
270,-5107.875,-7.0751
290,-4920,26.2099
290,-4927.6291,32.6749
290,-4935.2583,39.1399
290,-4942.8874,45.6049
290,-4950.5165,52.0699
290,-4959.4917,56.4711
290,-4969.4837,56.8707
290,-4979.4758,57.2704
290,-4989.4678,57.6701
290,-4999.4598,58.069
290,-5009.4527,58.2563
290,-5018.8403,54.8117
290,-5027.8457,50.4638
290,-5036.851,46.1159
290,-5045.8563,41.7679
290,-5054.8589,37.4145
290,-5063.747,32.8377
290,-5071.37,26.3654
290,-5078.9929,19.8931
290,-5086.6159,13.4208
290,-5094.2388,6.9485
290,-5101.8618,0.4762
290,-5109.4847,-5.9961
290,-5111.3476,-7.5778
290,-4920,26.2099
290,-4927.6291,32.6749
290,-4935.2583,39.1399
290,-4942.8874,45.6049
290,-4950.5165,52.0699
290,-4959.4917,56.4711
290,-4969.4837,56.8707
290,-4979.4758,57.2704
290,-4989.4678,57.6701
290,-4999.4598,58.069
290,-5009.4527,58.2563
290,-5018.8403,54.8117
290,-5027.8457,50.4638
290,-5036.851,46.1159
290,-5045.8563,41.7679
290,-5054.8589,37.4145
290,-5063.747,32.8377
290,-5071.37,26.3654
290,-5078.9929,19.8931
290,-5086.6159,13.4208
290,-5094.2388,6.9485
290,-5101.8618,0.4762
290,-5109.4847,-5.9961
290,-5111.3476,-7.5778
270,-4920,25.1573
270,-4927.5182,31.751
270,-4935.0363,38.3448
270,-4942.5545,44.9385
270,-4950.0726,51.5322
270,-4958.7247,56.4404
270,-4968.7167,56.8401
270,-4978.7087,57.2397
270,-4988.7007,57.6394
270,-4998.6927,58.0391
270,-5008.664,58.2837
270,-5018.1627,55.1774
270,-5027.1873,50.8696
270,-5036.2119,46.5618
270,-5045.2364,42.254
270,-5054.2545,37.933
270,-5063.0774,33.2766
270,-5070.5076,26.5839
270,-5077.9377,19.8911
270,-5085.3679,13.1984
270,-5092.798,6.5056
270,-5100.2282,-0.1871
270,-5107.875,-7.0751
285,-4920,25.9467
285,-4927.6662,32.4989
285,-4935.3324,39.051
285,-4942.9986,45.6032
285,-4950.7105,52.0856
285,-4959.7405,56.481
285,-4969.8174,56.8841
285,-4979.8944,57.2872
285,-4989.9713,57.6902
285,-5000.0487,58.0763
285,-5010.0786,57.9627
285,-5019.5383,54.4846
285,-5028.6249,50.1098
285,-5037.7116,45.7349
285,-5046.7979,41.3594
285,-5055.866,36.9472
285,-5064.6426,32.0426
285,-5072.2821,25.4602
285,-5079.9215,18.8777
285,-5087.561,12.2952
285,-5095.2005,5.7128
285,-5102.84,-0.8697
285,-5110.4795,-7.4522
280,-4920,25.6836
280,-4927.6189,32.2514
280,-4935.2379,38.8193
280,-4942.8568,45.3871
280,-4950.5075,51.9066
280,-4959.4333,56.4687
280,-4969.4847,56.8708
280,-4979.5361,57.2728
280,-4989.5875,57.6748
280,-4999.6392,58.0649
280,-5009.6583,58.0529
280,-5019.1328,54.6902
280,-5028.2012,50.3366
280,-5037.2697,45.9829
280,-5046.3379,41.6286
280,-5055.3907,37.2432
280,-5064.1807,32.4
280,-5071.7525,25.7789
280,-5079.3243,19.1579
280,-5086.896,12.5368
280,-5094.4678,5.9157
280,-5102.0396,-0.7054
280,-5109.6113,-7.3265
275,-4920,25.4204
275,-4927.5717,32.004
275,-4935.1434,38.5875
275,-4942.715,45.171
275,-4950.3046,51.7276
275,-4959.1261,56.4564
275,-4969.152,56.8575
275,-4979.1779,57.2585
275,-4989.2037,57.6595
275,-4999.2298,58.0536
275,-5009.238,58.1432
275,-5018.7273,54.8959
275,-5027.7776,50.5633
275,-5036.8278,46.2308
275,-5045.8779,41.8979
275,-5054.9153,37.5392
275,-5063.7189,32.7574
275,-5071.2229,26.0977
275,-5078.727,19.438
275,-5086.231,12.7783
275,-5093.7351,6.1186
275,-5101.2391,-0.5411
275,-5108.7432,-7.2008
290,-4918.8249,2.9334
290,-4921.049,26.2867
290,-4955.5229,56.3123
290,-5011.1258,58.5364
290,-5061.1685,32.959
290,-5107.875,-7.0751
290,-5013.35,-2.0708
290,-4918.8249,2.9334
270,-4918.8249,2.9334
270,-4921.049,26.2867
270,-4955.5229,56.3123
270,-5011.1258,58.5364
270,-5061.1685,32.959
270,-5107.875,-7.0751
270,-5013.35,-2.0708
270,-4918.8249,2.9334
